EQUIPMENT,ORGANIZATION,YEAR MADE,QUANTITY,,,,,
FORD LINE MAINTENANCE TRUCK,VICE CHIEF OF THE DEFENCE STAFF,2013,2,,,,,
FORD MARQUIS AUTO SEDAN,ROYAL CANADIAN AIRFORCE,2009,3,,,,,
FORD MONDEO,VICE CHIEF OF THE DEFENCE STAFF,2011,2,,,,,
FORD MP AUTO SEDAN,MILITARY PERSONNEL COMMAND,2005,1,,,,,
FORD MULTI-STOP TRUCK 4X2,ROYAL CANADIAN NAVY,2013,3,,,,,
FORD PANEL TRUCK 1 1/2T,CANADIAN ARMY,2007,3,,,,,
FORD PANEL TRUCK 1 1/2T,CANADIAN ARMY,2010,16,,,,,
FORD PANEL TRUCK 1 1/2T,CANADIAN ARMY,2011,3,,,,,
FORD PANEL TRUCK 1 1/2T,MILITARY PERSONNEL COMMAND,2014,17,,,,,
FORD PANEL TRUCK 1 1/2T,ROYAL CANADIAN AIRFORCE,2009,12,,,,,
FORD PANEL TRUCK 1 1/2T,ROYAL CANADIAN AIRFORCE,2014,3,,,,,
FORD PANEL TRUCK 1 1/2T,ROYAL CANADIAN NAVY,2009,6,,,,,
FORD PANEL TRUCK 1 1/2T,ROYAL CANADIAN NAVY,2010,5,,,,,
FORD PANEL TRUCK 1 1/2T,ROYAL CANADIAN NAVY,2011,1,,,,,
FORD PANEL TRUCK 1 1/2T,ROYAL CANADIAN NAVY,2014,1,,,,,
FORD PANEL TRUCK 1 1/2T,VICE CHIEF OF THE DEFENCE STAFF,2014,2,,,,,
FORD PANEL TRUCK 1T,CANADIAN ARMY,2003,1,,,,,
FORD PANEL TRUCK 1T,CANADIAN ARMY,2009,1,,,,,
FORD PANEL TRUCK 1T,CANADIAN FORCE SUPPLY DEPOT,2007,1,,,,,
FORD PANEL TRUCK 1T,CANADIAN FORCE SUPPLY DEPOT,2009,1,,,,,
FORD PANEL TRUCK 1T,ROYAL CANADIAN NAVY,2001,1,,,,,
FORD PANEL TRUCK 1T,ROYAL CANADIAN NAVY,2003,1,,,,,
FORD PANEL TRUCK 1T,ROYAL CANADIAN NAVY,2009,1,,,,,
FORD PICKUP,CANADIAN ARMY,2006,3,,,,,
FORD PICKUP,CANADIAN ARMY,2011,1,,,,,
FORD PICKUP,CANADIAN JOINT OPERATIONS COMMAND,2006,1,,,,,
FORD PICKUP,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2004,1,,,,,
FORD PICKUP,ROYAL CANADIAN AIRFORCE,2006,1,,,,,
FORD PICKUP 1 3/4T 4X4,CANADIAN ARMY,2014,1,,,,,
FORD PICKUP 1 3/4T 4X4,CANADIAN ARMY,2015,1,,,,,
FORD PICKUP 1 3/4T 4X4,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2013,1,,,,,
FORD PICKUP 1 3/4T 4X4,ROYAL CANADIAN AIRFORCE,2012,3,,,,,
FORD PICKUP 1 3/4T 4X4,ROYAL CANADIAN NAVY,2010,1,,,,,
FORD PICKUP 1 3/4T 4X4,ROYAL CANADIAN NAVY,2012,1,,,,,
FORD PICKUP 4X4,CANADIAN ARMY,2006,1,,,,,
FORD PICKUP 4X4,CANADIAN FORCE SUPPLY DEPOT,2006,3,,,,,
FORD RANGER CARGO TRUCK,CANADIAN ARMY,2006,3,,,,,
FORD RANGER CARGO TRUCK,CANADIAN FORCE SUPPLY DEPOT,2006,1,,,,,
FORD RANGER CARGO TRUCK 1/2T,CANADIAN ARMY,2002,1,,,,,
FORD RANGER CARGO TRUCK 1/2T,CANADIAN ARMY,2004,4,,,,,
FORD RANGER CARGO TRUCK 1/2T,CANADIAN ARMY,2008,5,,,,,
FORD RANGER CARGO TRUCK 1/2T,CANADIAN ARMY,2009,1,,,,,
FORD RANGER CARGO TRUCK 1/2T,CANADIAN ARMY,2010,1,,,,,
FORD RANGER CARGO TRUCK 1/2T,CANADIAN FORCE SUPPLY DEPOT,2002,3,,,,,
FORD RANGER CARGO TRUCK 1/2T,CANADIAN FORCE SUPPLY DEPOT,2008,2,,,,,
FORD RANGER CARGO TRUCK 1/2T,MILITARY PERSONNEL COMMAND,2009,6,,,,,
FORD RANGER CARGO TRUCK 1/2T,ROYAL CANADIAN NAVY,2009,1,,,,,
FORD SNOW PLOUGH TRUCK,ROYAL CANADIAN NAVY,2014,1,,,,,
FORD SNOW PLOUGH TRUCK 1T 4X4,ROYAL CANADIAN NAVY,2011,1,,,,,
FORD STAKE TRUCK,CANADIAN ARMY,1992,1,,,,,
FORD STAKE TRUCK 3T,ROYAL CANADIAN AIRFORCE,2002,1,,,,,
FORD SUPER DUTY TRUCK,CANADIAN ARMY,2012,2,,,,,
FORD SUPER DUTY TRUCK 4X2,MILITARY PERSONNEL COMMAND,2009,1,,,,,
FORD SUPER FLAT-DECK TRUCK,CANADIAN ARMY,1997,1,,,,,
FORD SUPER FLAT-DECK TRUCK,MILITARY PERSONNEL COMMAND,1997,1,,,,,
FORD TANK TRUCK,CANADIAN ARMY,1998,1,,,,,
FORD TANK TRUCK,ASSISTANT DEPUTY MINISTER (MATERIEL),1992,2,,,,,
FORD TANK TRUCK,ROYAL CANADIAN AIRFORCE,1997,3,,,,,
FORD TAURUS MIDSIZE SEDAN,CANADIAN FORCE SUPPLY DEPOT,2004,1,,,,,
FORD TAURUS MIDSIZE SEDAN,CANADIAN FORCE SUPPLY DEPOT,2006,1,,,,,
FORD TAURUS MIDSIZE SEDAN,MILITARY PERSONNEL COMMAND,2004,1,,,,,
FORD TAURUS MIDSIZE SEDAN,VICE CHIEF OF THE DEFENCE STAFF,2011,2,,,,,
FORD TAURUS POLICE INTERCEPTOR,CANADIAN ARMY,2013,15,,,,,
FORD TAURUS POLICE INTERCEPTOR,CANADIAN ARMY,2014,9,,,,,
FORD TAURUS POLICE INTERCEPTOR,CANADIAN ARMY,2015,4,,,,,
FORD TAURUS POLICE INTERCEPTOR,CANADIAN ARMY,2016,2,,,,,
FORD TAURUS POLICE INTERCEPTOR,MILITARY PERSONNEL COMMAND,2013,3,,,,,
FORD TAURUS POLICE INTERCEPTOR,MILITARY PERSONNEL COMMAND,2014,2,,,,,
FORD TAURUS POLICE INTERCEPTOR,MILITARY PERSONNEL COMMAND,2015,2,,,,,
FORD TAURUS POLICE INTERCEPTOR,MILITARY PERSONNEL COMMAND,2016,2,,,,,
FORD TAURUS POLICE INTERCEPTOR,ROYAL CANADIAN AIRFORCE,2013,7,,,,,
FORD TAURUS POLICE INTERCEPTOR,ROYAL CANADIAN AIRFORCE,2014,5,,,,,
FORD TAURUS POLICE INTERCEPTOR,ROYAL CANADIAN AIRFORCE,2016,1,,,,,
FORD TAURUS POLICE INTERCEPTOR,ROYAL CANADIAN NAVY,2013,3,,,,,
FORD TAURUS POLICE INTERCEPTOR,ROYAL CANADIAN NAVY,2014,4,,,,,
FORD TAURUS POLICE INTERCEPTOR,ROYAL CANADIAN NAVY,2015,2,,,,,
FORD TAURUS POLICE INTERCEPTOR,ROYAL CANADIAN NAVY,2016,2,,,,,
FORD TAURUS POLICE INTERCEPTOR,VICE CHIEF OF THE DEFENCE STAFF,2013,1,,,,,
FORD TAURUS POLICE INTERCEPTOR,VICE CHIEF OF THE DEFENCE STAFF,2014,2,,,,,
FORD TAURUS POLICE INTERCEPTOR,VICE CHIEF OF THE DEFENCE STAFF,2015,1,,,,,
FORD TAURUS POLICE INTERCEPTOR,VICE CHIEF OF THE DEFENCE STAFF,2016,1,,,,,
FORD TAURUS STATION WAGON,CANADIAN ARMY,2009,1,,,,,
FORD TAURUS STATION WAGON,CANADIAN FORCE SUPPLY DEPOT,2002,3,,,,,
FORD TAURUS STATION WAGON,CANADIAN FORCE SUPPLY DEPOT,2003,6,,,,,
FORD TAURUS STATION WAGON,CANADIAN FORCE SUPPLY DEPOT,2004,1,,,,,
FORD TAURUS STATION WAGON,CANADIAN FORCE SUPPLY DEPOT,2009,1,,,,,
FORD TAURUS STATION WAGON,ROYAL CANADIAN AIRFORCE,2009,1,,,,,
FORD TRACTOR 5T,CANADIAN ARMY,1995,1,,,,,
FORD TRACTOR 5T,CANADIAN FORCE SUPPLY DEPOT,1995,2,,,,,
FORD TRACTOR 5T,ROYAL CANADIAN AIRFORCE,1995,2,,,,,
FORD TRANSIT CARGO VAN,CANADIAN ARMY,2011,1,,,,,
FORD TRANSIT CARGO VAN,CANADIAN ARMY,2016,11,,,,,
FORD TRANSIT CARGO VAN,MILITARY PERSONNEL COMMAND,2015,1,,,,,
FORD TRANSIT CARGO VAN,MILITARY PERSONNEL COMMAND,2017,32,,,,,
FORD TRANSIT CARGO VAN,ROYAL CANADIAN AIRFORCE,2016,51,,,,,
FORD TRANSIT CARGO VAN,ROYAL CANADIAN AIRFORCE,2017,6,,,,,
FORD TRANSIT CARGO VAN,ROYAL CANADIAN NAVY,2011,1,,,,,
FORD TRANSIT CARGO VAN,ROYAL CANADIAN NAVY,2016,9,,,,,
FORD TRANSIT CARGO VAN,ROYAL CANADIAN NAVY,2017,10,,,,,
FORD TRANSIT CARGO VAN,VICE CHIEF OF THE DEFENCE STAFF,2015,2,,,,,
FORD TRANSIT CARGO VAN,VICE CHIEF OF THE DEFENCE STAFF,2017,2,,,,,
FORD TRANSIT CARRY-ALL VAN 15 PAX,ROYAL CANADIAN AIRFORCE,2015,1,,,,,
FORD TRANSIT CARRY-ALL VAN 15 PAX,ROYAL CANADIAN NAVY,2015,2,,,,,
FORD TRANSIT CARRY-ALL VAN 15 PAX,VICE CHIEF OF THE DEFENCE STAFF,2015,2,,,,,
FORD TRANSIT CARRY-ALL VAN 7 PAX,VICE CHIEF OF THE DEFENCE STAFF,2016,1,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,CANADIAN ARMY,2015,87,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,CANADIAN ARMY,2016,100,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,CANADIAN ARMY,2017,111,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,CANADIAN JOINT OPERATIONS COMMAND,2016,2,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,CANADIAN JOINT OPERATIONS COMMAND,2017,2,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,CANADIAN FORCE SUPPLY DEPOT,2017,5,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,MILITARY PERSONNEL COMMAND,2015,1,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,MILITARY PERSONNEL COMMAND,2016,3,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,MILITARY PERSONNEL COMMAND,2017,27,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,ROYAL CANADIAN AIRFORCE,2015,4,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,ROYAL CANADIAN AIRFORCE,2016,20,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,ROYAL CANADIAN AIRFORCE,2017,41,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,ROYAL CANADIAN NAVY,2015,22,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,ROYAL CANADIAN NAVY,2016,22,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,ROYAL CANADIAN NAVY,2017,8,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,VICE CHIEF OF THE DEFENCE STAFF,2015,2,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,VICE CHIEF OF THE DEFENCE STAFF,2016,4,,,,,
FORD TRANSIT CARRY-ALL VAN 8 PAX,VICE CHIEF OF THE DEFENCE STAFF,2017,1,,,,,
FORD TRANSIT CONNECT PANEL TRUCK,CANADIAN ARMY,2014,5,,,,,
FORD TRANSIT CONNECT PANEL TRUCK,CANADIAN ARMY,2015,1,,,,,
FORD TRANSIT CONNECT PANEL TRUCK,CANADIAN JOINT OPERATIONS COMMAND,2013,2,,,,,
FORD TRANSIT CONNECT PANEL TRUCK,VICE CHIEF OF THE DEFENCE STAFF,2012,1,,,,,
FORD TRANSIT CONNECT PANEL TRUCK,VICE CHIEF OF THE DEFENCE STAFF,2013,1,,,,,
FORD TRANSIT CONNECT PANEL TRUCK,VICE CHIEF OF THE DEFENCE STAFF,2014,5,,,,,
FORD TRANSIT CONNECT VAN 7 PAX,VICE CHIEF OF THE DEFENCE STAFF,2015,2,,,,,
FORD TRANSIT EXTENDED CARGO VAN,ROYAL CANADIAN AIRFORCE,2016,5,,,,,
FORD TRANSIT EXTENDED CARGO VAN,VICE CHIEF OF THE DEFENCE STAFF,2015,4,,,,,
FORD TRANSIT PANEL TRUCK 1T,VICE CHIEF OF THE DEFENCE STAFF,2008,1,,,,,
FORD TRANSIT PANEL TRUCK 1T,VICE CHIEF OF THE DEFENCE STAFF,2017,1,,,,,
FORD TRANSIT TREND CARRY-ALL VAN,VICE CHIEF OF THE DEFENCE STAFF,2012,1,,,,,
FORD TRUCK 1T 4X4,MILITARY PERSONNEL COMMAND,2012,5,,,,,
FORD TRUCK STAIRCASE,ROYAL CANADIAN AIRFORCE,1994,1,,,,,
FORD TRUCK VAN 1 1/2T,CANADIAN ARMY,1989,1,,,,,
FORD TRUCK VAN 1 1/2T,CANADIAN ARMY,2000,1,,,,,
FORD TRUCK VAN 1 1/2T,CANADIAN ARMY,2005,1,,,,,
FORD TRUCK VAN 1 1/2T,ROYAL CANADIAN AIRFORCE,1989,7,,,,,
FORD TRUCK VAN 1 1/2T,ROYAL CANADIAN NAVY,1989,2,,,,,
FORD TRUCK VAN 1T 4X4,ROYAL CANADIAN NAVY,2005,2,,,,,
FORD TRUCK VAN 3T,CANADIAN ARMY,2009,1,,,,,
FORD TRUCK VAN 3T,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2005,1,,,,,
FORD TRUCK VAN 3T,ROYAL CANADIAN AIRFORCE,2002,1,,,,,
FORD TRUCK VAN 3T,ROYAL CANADIAN NAVY,2001,1,,,,,
FORD TRUCK VAN 3T,ROYAL CANADIAN NAVY,2005,1,,,,,
FORD TRUCK VAN 4X4,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2006,1,,,,,
FORD WHLD INDUSTRIAL TRACTOR,CANADIAN ARMY,1991,1,,,,,
FORD WHLD INDUSTRIAL TRACTOR,CANADIAN ARMY,2013,4,,,,,
FORD WHLD INDUSTRIAL TRACTOR,CANADIAN ARMY,Unknown,1,,,,,
FORD WINDSTAR PANEL TRUCK,CANADIAN ARMY,2002,2,,,,,
FORD WINDSTAR PANEL TRUCK,CANADIAN FORCE SUPPLY DEPOT,2002,3,,,,,
FOREMOST CARGO TRANSPORTER,ROYAL CANADIAN AIRFORCE,1987,1,,,,,
FOREMOST CARGO TRANSPORTER,ROYAL CANADIAN AIRFORCE,2015,2,,,,,
FOREST RIVER CARGO TRAILER 1000KG,CANADIAN ARMY,2009,1,,,,,
FOREST RIVER CARGO TRAILER 500KG,CANADIAN ARMY,2015,1,,,,,
FOREST RIVER TITAN BUS,MILITARY PERSONNEL COMMAND,2008,1,,,,,
FOREST RIVER TRAILER,CANADIAN ARMY,2009,1,,,,,
FOREST RIVER TRAILER,CANADIAN FORCE SUPPLY DEPOT,2008,1,,,,,
FOREST RIVER TRAILER,ROYAL CANADIAN AIRFORCE,2007,1,,,,,
FOREST RIVER TRAILER 1500KG,CANADIAN ARMY,2013,1,,,,,
FOREST RIVER TRAILER 1500KG 5.5M,ROYAL CANADIAN AIRFORCE,2013,1,,,,,
FOREST RIVER TRAILER 2000KG,CANADIAN ARMY,2009,1,,,,,
FOREST RIVER TRAILER 2000KG,CANADIAN ARMY,2013,1,,,,,
FOREST RIVER TRAILER 2000KG,ROYAL CANADIAN AIRFORCE,2017,1,,,,,
FOREST RIVER TRAILER VAN 1500KG,ROYAL CANADIAN AIRFORCE,2007,1,,,,,
FOREST RIVER TRAILER VAN 2000KG,ROYAL CANADIAN AIRFORCE,2008,1,,,,,
FOREST RIVER TRAILER VAN 2000KG,ROYAL CANADIAN AIRFORCE,2009,1,,,,,
FORKLIFT 2000 LBS,ROYAL CANADIAN NAVY,Unknown,1,,,,,
FORKLIFT 3000 LBS,CANADIAN ARMY,Unknown,1,,,,,
FORKLIFT 3000 LBS,CANADIAN FORCE SUPPLY DEPOT,Unknown,1,,,,,
FORKLIFT TRUCK 10000 LBS,CANADIAN ARMY,2013,8,,,,,
FORKLIFT TRUCK 10000 LBS,ROYAL CANADIAN AIRFORCE,2013,5,,,,,
FORKLIFT TRUCK 10000 LBS,VICE CHIEF OF THE DEFENCE STAFF,2013,1,,,,,
FORKLIFT TRUCK 4500KG,ROYAL CANADIAN AIRFORCE,2010,1,,,,,
FORKLIFT WALK TRUCK,CANADIAN ARMY,2008,1,,,,,
FORT GARRY FIRETRUCK,CANADIAN ARMY,2016,3,,,,,
FORT GARRY FIRETRUCK 6X6,CANADIAN ARMY,2016,3,,,,,
FORT GARRY TRAILER,CANADIAN ARMY,1981,5,,,,,
FORT GARRY TRAILER,CANADIAN ARMY,1982,3,,,,,
FORT TRANSIT PANEL TRUCK 1T,VICE CHIEF OF THE DEFENCE STAFF,2009,2,,,,,
FREIGHTLINER CARGO TRUCK 5T,CANADIAN ARMY,2011,2,,,,,
FREIGHTLINER DUMP SPREADER,CANADIAN ARMY,2013,2,,,,,
FREIGHTLINER DUMP SPREADER,CANADIAN ARMY,2015,1,,,,,
FREIGHTLINER DUMP SPREADER,ROYAL CANADIAN AIRFORCE,2015,3,,,,,
FREIGHTLINER DUMP TRUCK,CANADIAN ARMY,2013,5,,,,,
FREIGHTLINER DUMP TRUCK,CANADIAN ARMY,2015,13,,,,,
FREIGHTLINER DUMP TRUCK,ROYAL CANADIAN AIRFORCE,2015,1,,,,,
FREIGHTLINER DUMP TRUCK,ROYAL CANADIAN NAVY,2016,2,,,,,
FREIGHTLINER DUMP/SPREADER,CANADIAN ARMY,2016,3,,,,,
FREIGHTLINER EMERGENCY VEHICLE,MILITARY PERSONNEL COMMAND,2003,1,,,,,
FREIGHTLINER STAKE TRUCK 3T,CANADIAN ARMY,2011,1,,,,,
FREIGHTLINER TRUCK,CANADIAN ARMY,1997,3,,,,,
FREIGHTLINER TRUCK,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2006,1,,,,,
FREIGHTLINER TRUCK,MILITARY PERSONNEL COMMAND,2006,1,,,,,
FREIGHTLINER TRUCK,VICE CHIEF OF THE DEFENCE STAFF,1997,1,,,,,
FREIGHTLINER TRUCK 6X4,CANADIAN ARMY,2000,1,,,,,
FREIGHTLINER TRUCK VAN,ROYAL CANADIAN NAVY,2001,1,,,,,
FREIGHTLINER TRUCK VAN 24 FT,CANADIAN ARMY,2011,4,,,,,
FREIGHTLINER TRUCK VAN 24 FT,CANADIAN ARMY,2013,7,,,,,
FREIGHTLINER TRUCK VAN 24 FT,ROYAL CANADIAN NAVY,2013,1,,,,,
FREIGHTLINER TRUCK VAN 5T,VICE CHIEF OF THE DEFENCE STAFF,2012,1,,,,,
FREIGHTLINER WRECK TRUCK,CANADIAN FORCE SUPPLY DEPOT,1998,1,,,,,
FRIESEN BOBCAT,CANADIAN ARMY,2009,1,,,,,
FRIESEN BOBCAT 1000KG,ROYAL CANADIAN AIRFORCE,2010,1,,,,,
FRIGHTLINER W/CRANE TRUCK,ROYAL CANADIAN AIRFORCE,2015,1,,,,,
FRUEHAUF FLEETFLYER SEMI-TRAILER,ROYAL CANADIAN AIRFORCE,2001,1,,,,,
FUEL SERVICING AIRCRAFT UNIT,CANADIAN ARMY,2016,6,,,,,
FUEL SERVICING MOUNTED UNIT TRAILER,CANADIAN FORCE SUPPLY DEPOT,1999,1,,,,,
FULL TRACKED CATERPILLAR TRACTOR,CANADIAN ARMY,Unknown,2,,,,,
FULL TRACKED CATERPILLAR TRACTOR,ASSISTANT DEPUTY MINISTER (MATERIEL),1989,1,,,,,
FULL TRACKED CATERPILLAR TRACTOR,ASSISTANT DEPUTY MINISTER (MATERIEL),1991,4,,,,,
FULL TRACKED CATERPILLAR TRACTOR,ASSISTANT DEPUTY MINISTER (MATERIEL),1992,2,,,,,
FULL TRACKED CATERPILLAR TRACTOR,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,Unknown,1,,,,,
FULL TRACKED DRESSER TRACTOR,CANADIAN ARMY,Unknown,8,,,,,
FULL TRACKED LOW SPEED TRACTOR,CANADIAN ARMY,2012,1,,,,,
FULL TRACKED LOW SPEED TRACTOR,CANADIAN ARMY,2013,1,,,,,
FULL TRACKED LOW SPEED TRACTOR,CANADIAN ARMY,Unknown,2,,,,,
GDC 712575 TRAILER VAN 4T,ROYAL CANADIAN AIRFORCE,2003,2,,,,,
GE CECOM GENERATOR,CANADIAN ARMY,2003,68,,,,,
GE CECOM GENERATOR,CANADIAN ARMY,2008,1,,,,,
GE CECOM GENERATOR,CANADIAN JOINT OPERATIONS COMMAND,2003,14,,,,,
GE CECOM GENERATOR,CANADIAN JOINT OPERATIONS COMMAND,2005,9,,,,,
GE CECOM GENERATOR,CANADIAN FORCE SUPPLY DEPOT,2003,3,,,,,
GE CECOM GENERATOR,CANADIAN FORCE SUPPLY DEPOT,2008,4,,,,,
GE CECOM GENERATOR,ASSISTANT DEPUTY MINISTER (MATERIEL),2003,1,,,,,
GE CECOM GENERATOR,ASSISTANT DEPUTY MINISTER (MATERIEL),2005,2,,,,,
GE CECOM GENERATOR,ROYAL CANADIAN AIRFORCE,2003,12,,,,,
GE CECOM GENERATOR,ROYAL CANADIAN AIRFORCE,2008,1,,,,,
GE CECOM GENERATOR,VICE CHIEF OF THE DEFENCE STAFF,2003,1,,,,,
GENERAL PURPOSE ANCILLARY,CANADIAN ARMY,Unknown,5,,,,,
GENERATOR SET TRAILER 100KW,DEFENCE REDEARCH AND DEVELOPMENT CANADA CORPORATE SERVICES,2013,1,,,,,
GENERATOR SET TRAILER 125 KW,CANADIAN JOINT OPERATIONS COMMAND,2012,1,,,,,
GENIE LIFT PLATFORM TRUCK,CANADIAN ARMY,2010,1,,,,,
GENIE LIFT PLATFORM TRUCK,CANADIAN JOINT OPERATIONS COMMAND,2005,1,,,,,
GENIE LIFT PLATFORM TRUCK,MILITARY PERSONNEL COMMAND,2006,1,,,,,
GENIE LIFT PLATFORM TRUCK,ROYAL CANADIAN AIRFORCE,1998,1,,,,,
GENIE LIFT PLATFORM TRUCK,ROYAL CANADIAN AIRFORCE,2005,1,,,,,
GENIE SCISSOR LIFT,ROYAL CANADIAN AIRFORCE,2005,1,,,,,
GENIE SERVICING PLATFORM,CANADIAN ARMY,2003,1,,,,,
GENIE SERVICING PLATFORM,CANADIAN ARMY,2004,1,,,,,
GENIE SERVICING PLATFORM,CANADIAN ARMY,2006,1,,,,,
GENIE SERVICING PLATFORM,CANADIAN ARMY,2009,1,,,,,
GENIE SERVICING PLATFORM,CANADIAN ARMY,2010,1,,,,,
GENIE SERVICING PLATFORM,CANADIAN ARMY,2011,1,,,,,
GENIE SERVICING PLATFORM,CANADIAN ARMY,2015,1,,,,,
GENIE SERVICING PLATFORM,CANADIAN JOINT OPERATIONS COMMAND,2007,1,,,,,
GENIE SERVICING PLATFORM,MILITARY PERSONNEL COMMAND,2004,1,,,,,
GENIE SERVICING PLATFORM,ROYAL CANADIAN AIRFORCE,2003,1,,,,,
GENIE SERVICING PLATFORM,ROYAL CANADIAN AIRFORCE,2004,1,,,,,
GENIE SERVICING PLATFORM,ROYAL CANADIAN AIRFORCE,2005,4,,,,,
GENIE SERVICING PLATFORM,ROYAL CANADIAN AIRFORCE,2007,1,,,,,
GENIE SERVICING PLATFORM,ROYAL CANADIAN AIRFORCE,2014,3,,,,,
GENIE SERVICING PLATFORM,ROYAL CANADIAN AIRFORCE,2015,6,,,,,
GENIE SERVICING PLATFORM,ROYAL CANADIAN AIRFORCE,2016,2,,,,,
GENIE SERVICING PLATFORM,ROYAL CANADIAN NAVY,1996,1,,,,,
GENIE SERVICING PLATFORM,ROYAL CANADIAN NAVY,2009,2,,,,,
GERMAIN POWERBOAT TRAILER,ASSISTANT DEPUTY MINISTER (MATERIEL),2008,1,,,,,
GERRYS TANK SEMI-TRAILER 80T,CANADIAN ARMY,2016,6,,,,,
GERRYS TANK SEMI-TRAILER 80T,CANADIAN ARMY,2018,4,,,,,
GICHNER SHELTER,ASSISTANT DEPUTY MINISTER (INFORMATION MANAGEMENT),2005,1,,,,,
GICHNER SHELTER,CANADIAN ARMY,2000,2,,,,,
GICHNER TRUCK,CANADIAN ARMY,1991,2,,,,,
GICHNER TRUCK,ROYAL CANADIAN NAVY,1991,2,,,,,
GIRARDIN MOTORIZED BUS 4X2 44 PAX,CANADIAN ARMY,2014,11,,,,,
GLAVAL BUS 36 PAX,CANADIAN ARMY,2014,2,,,,,
GLAVAL BUS 36 PAX,ROYAL CANADIAN AIRFORCE,2014,2,,,,,
GLAVAL COMMUTER BUS 40-45 PAX,CANADIAN ARMY,2014,8,,,,,
GLAVAL COMMUTER BUS 40-45 PAX,ROYAL CANADIAN AIRFORCE,2014,1,,,,,
GLAVAL COMMUTER BUS 40-45 PAX,ROYAL CANADIAN AIRFORCE,2015,1,,,,,
GLAVAL COMMUTER BUS 40-45 PAX,ROYAL CANADIAN NAVY,2014,2,,,,,
GLAVAL LEGACY BUS,CANADIAN ARMY,2014,1,,,,,
GLAVAL LEGACY BUS,ROYAL CANADIAN AIRFORCE,2014,2,,,,,
GLAVAL LEGACY BUS 21 PAX,CANADIAN ARMY,2014,2,,,,,
GLAVAL LEGACY BUS 21 PAX,CANADIAN ARMY,2015,1,,,,,
GLAVAL LEGACY BUS 21 PAX,CANADIAN JOINT OPERATIONS COMMAND,2015,1,,,,,
GLAVAL LEGACY BUS 21 PAX,ROYAL CANADIAN AIRFORCE,2017,5,,,,,
GLAVEL BUS MOTOR 16-28 PAX,ROYAL CANADIAN AIRFORCE,2012,2,,,,,
GLAVEL LEGACY BUS 18 PAX,ROYAL CANADIAN AIRFORCE,2014,2,,,,,
GLENDALE TRAILER,CANADIAN ARMY,1990,1,,,,,
GMC ACADIA CARRY-ALL TRUCK,MILITARY PERSONNEL COMMAND,2010,1,,,,,
GMC ACADIA CARRY-ALL VAN 6/8 PAX,ROYAL CANADIAN AIRFORCE,2017,9,,,,,
GMC ACADIA SUV 1/2T 4X2,CANADIAN ARMY,2016,2,,,,,
GMC BISON (RRB) TRUCK,CANADIAN ARMY,1990,6,,,,,
GMC BISON (RRB) TRUCK,CANADIAN JOINT OPERATIONS COMMAND,1990,2,,,,,
GMC BISON (RRB) TRUCK,ASSISTANT DEPUTY MINISTER (MATERIEL),1990,1,,,,,
GMC BISON AMBULANCE,CANADIAN ARMY,1990,18,,,,,
GMC BISON AMBULANCE,CANADIAN JOINT OPERATIONS COMMAND,1990,2,,,,,
GMC BISON AMBULANCE,MILITARY PERSONNEL COMMAND,1990,11,,,,,
GMC CARGO TRUCK 1 1/2T,CANADIAN FORCE SUPPLY DEPOT,1998,2,,,,,
GMC CARGO TRUCK 1 1/2T,ROYAL CANADIAN AIRFORCE,1997,1,,,,,
GMC CARGO TRUCK 1T,ROYAL CANADIAN AIRFORCE,2001,2,,,,,
GMC CARGO TRUCK 5T,ROYAL CANADIAN NAVY,2001,1,,,,,
GMC CHASSIS TRUCK,CANADIAN ARMY,2009,1,,,,,
GMC CHASSIS TRUCK 5T,CANADIAN FORCE SUPPLY DEPOT,Unknown,1,,,,,
GMC CHASSIS TRUCK 5T,ASSISTANT DEPUTY MINISTER (MATERIEL),Unknown,1,,,,,
GMC COUGAR TRUCK,CANADIAN ARMY,1978,3,,,,,
